ï»¿Team;Year;Category;Picture Front;Picture Back (if different);Difference to previous;Kevin;Special Edition ?;URL Front;URL Back
Cofidis;2024;UCI WorldTeam;Pink;;x;x;Giro;;
Cofidis;2024;UCI WorldTeam;Picture;;x;x;Tour;;
Cofidis, le CrÃ©dit en ligne;2009;UCI ProTour;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Cofidis09.jpg;
Cofidis, le CrÃ©dit en ligne;2010;UCI Europa Tour Continental Profesional;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Cofidis10.jpg;
Cofidis, le CrÃ©dit en ligne;2011;UCI Europa Tour Continental Profesional;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Cofidis10.jpg;
Cofidis, le CrÃ©dit en ligne;2012;UCI Europa Tour Continental Profesional;Picture;;Cofidis logo - middle;x;;http://www.zonadeavituallamiento.es/images/Cofidis12.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;1997;TT I;Picture;;x;x;;http://www.avesdeburgos.com/ciclismo/images/Cofidis97.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;1998;TT I;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Cofidis97.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;1999;TT I;Picture;;MBK - bottom right;;;http://www.zonadeavituallamiento.es/images/Cofidis99.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;2000;TT I;Picture;;Scratch instead button;x;;http://www.avesdeburgos.com/ciclismo/images/Cofidis2000.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;2001;TT I;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Cofidis2000.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;2002;TT I;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Cofidis2000.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;2003;TT I;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Cofidis03.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;2004;TT I;Picture;;Decathlon blue - top;;;http://www.avesdeburgos.com/ciclismo/images/Cofidis04.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;2005;UCI ProTour;Picture;;x;x;;http://www.avesdeburgos.com/ciclismo/images/Cofidis05.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;2006;UCI ProTour;Picture;;Nalini logo - top;x;;http://www.avesdeburgos.com/ciclismo/images/Cofidis06.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;2007;UCI ProTour;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Cofidis07.jpg;
Cofidis, le CrÃ©dit par TÃ©lÃ©phone;2008;UCI ProTour;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Cofidis08.jpg;
Cofidis, solutions crÃ©dits;2013;UCI Europa Tour Continental Profesional;Picture;Picture;x;x;;http://www.zonadeavituallamiento.es/images/Cofidis13(a).jpg;http://www.zonadeavituallamiento.es/images/Cofidis13(b).jpg
Cofidis, solutions crÃ©dits;2014;UCI Europa Tour Continental Profesional;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Cofidis13(a).jpg;
Cofidis, solutions crÃ©dits;2014;UCI Europa Tour Continental Profesional;Picture;Picture;Square musette;x;;http://www.zonadeavituallamiento.es/images/Cofidis14(a).jpg;http://www.zonadeavituallamiento.es/images/Cofidis14(b).jpg
Cofidis, solutions crÃ©dits;2015;UCI Europa Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Cofidis15.jpg;
Cofidis, solutions crÃ©dits;2016;UCI Europa Tour Continental Profesional;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Cofidis16.jpg;
Cofidis, solutions crÃ©dits;2017;UCI Europa Tour Continental Profesional;Picture;;No overstim - bottom;x;;http://www.zonadeavituallamiento.es/images/Cofidis17.jpg;
Cofidis, solutions crÃ©dits;2018;UCI Europa Tour Continental Profesional;Picture;;Kuota - top left;;;http://www.zonadeavituallamiento.es/images/Cofidis18.jpg;
Cofidis, solutions crÃ©dits;2019;UCI Europa Tour Continental Profesional;musette 2019 cofidis red tour;;Cofidis red;x;Tour;https://lakarra.net/wp-content/uploads/2020/04/musette-2019-cofidis-red-tour.jpg;
Cofidis, solutions crÃ©dits;2019;UCI Europa Tour Continental Profesional;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Cofidis19.jpg;
Colbat;2008;;colbat musette 2008;;;;;https://lakarra.net/wp-content/uploads/2019/12/colbat-musette-2008.jpg;
Coldeportes ZenÃº Sello Rojo;2018;UCI AmÃ©rica Tour Continental;Picture;Picture;x;;;http://www.zonadeavituallamiento.es/images/Zenu18(a).jpg;http://www.zonadeavituallamiento.es/images/Zenu18(b).jpg
Coldeportes ZenÃº Sello Rojo;2018;;musette 2018 zenu sello rojo coldeportes blanco;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2018-zenu-sello-rojo-coldeportes-blanco.jpg;
Coldeportes ZenÃº Sello Rojo;2018;;musette 2018 zenu sello rojo coldeportes rojo;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2018-zenu-sello-rojo-coldeportes-rojo.jpg;
Collstrop;90s;Profesional;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Performance.jpg;
COLLSTROP NICO LAPAGE;1991;;musette 1991 collstrop nico lapage;;Nico Lapage bottom;;;https://lakarra.net/wp-content/uploads/2019/12/musette-1991-collstrop-nico-lapage.jpg;
Collstrop-Isoglass;1991;Profesional;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Collstrop91.jpg;
Collstrop-Naessens-Concorde;1994;Profesional;Picture;;Concorde bottom;;;http://www.zonadeavituallamiento.es/images/Collstrop-Concorde.jpg;
Colnago CM Team;2020;;musette 2020 colnago cm team;;x;;;https://lakarra.net/wp-content/uploads/2022/01/musette-2020-colnago-cm-team.jpeg;
Colnago CSF;2013;;Same as 2011;;;;;https://www.facebook.com/photo/?fbid=2700724486882828&set=a.1608208979467723;
Colnago-CSF Inox;2010;UCI Europa Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Colnago-CSF10.jpg;
Colnago-CSF Inox;2011;UCI Europa Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Colnago-CSF11.jpg;
Colnago-CSF Inox;2012;UCI Europa Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Colnago-CSF12.jpg;
Colombia;2013;UCI America Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Colombia13.jpg;
Colombia;2014;UCI America Tour Continental Profesional;Same as previous year;;x;x;;http://www.zonadeavituallamiento.es/images/Colombia13.jpg;
Colombia;2015;UCI America Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Colombia15.jpg;
Colombia es PasiÃ³n Coldeportes;2008;UCI America Tour Continental;Picture;Picture;x;;;http://www.zonadeavituallamiento.es/images/Colombia-Pasion08(a).jpg;http://www.zonadeavituallamiento.es/images/Colombia-Pasion08(b).jpg
Colombia es PasiÃ³n Coldeportes;2009;UCI America Tour Continental;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Colombia-Pasion09.jpg;
Colombia es PasiÃ³n-CafÃ© de Colombia;2011;UCI America Tour Continental Profesional;Picture;;Colombia, 472, PazdelRio;x;;http://www.zonadeavituallamiento.es/images/Colombia-Pasion11.jpg;
Colombia Tierra de Atletas GW Shimano;2020;;musette 2020 colombia tierra de atletas gw shimano;;x;x;;https://lakarra.net/wp-content/uploads/2021/02/musette-2020-colombia-tierra-de-atletas-gw-shimano.jpeg;
Colombia Tierra de Atletas GW Shimano;2022;UCI Women's Continental Team;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Colombia-Femenino22.jpg;
Colombia-Coldeportes;2012;UCI America Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Colombia12.jpg;
Coloquick;2015;;Aucune description de photo disponible.;;x;;;coloquick_15;
Coloquick;2023;;Aucune description de photo disponible.;;x;x;;coloquick_23;
Coloquick;2016;;Same as previous year;;x;;;coloquick_15;
Coloquick;2024;;Picture;;x;;;;
Color Code-Aquality Protect;2015;UCI Europa Tour Continental;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Color-Code15.jpg;
Color Code-Arden'Beef;2016;UCI Europa Tour Continental;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Color-Code15.jpg;
Comunitat Valenciana;2005;UCI Europa Tour Continental Profesional;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Comunitat-Valenciana0405.jpg;
Comunitat Valenciana;2006;UCI Europa Tour Continental Profesional;Picture;;x;;;http://www.avesdeburgos.com/ciclismo/images/Comunitat-Valenciana06.jpg;
Comunitat Valenciana-CCN;2007;Elite-Sub23;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Comunitat-Valenciana06.jpg;
Comunitat Valenciana-CCN;2008;Elite-Sub23;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Comunitat-Valenciana06.jpg;
Comunitat Valenciana-Kelme;2004;TT II;Picture;;x;x;;http://www.avesdeburgos.com/ciclismo/images/Comunitat-Valenciana0405.jpg;
Comunitat Valenciana-Kelme;2004;TT II;Picture;Picture;x;x;;http://www.avesdeburgos.com/ciclismo/images/Kelme-Costablanca04(a).jpg;http://www.avesdeburgos.com/ciclismo/images/Kelme-Costablanca04(b).jpg
Concello do PorriÃ±o;2013;Elite-Sub23;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Spol.jpg;
Concello do PorriÃ±o;2013;Elite-Sub23;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Spol13.jpg;
Condor;2012;;musette 2012 rapha condor gp sharp;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2012-rapha-condor-gp-sharp.jpg;
Contentpolis Murcia;2008;UCI Europa Tour Continental Profesional;Picture;Picture;x;x;;http://www.zonadeavituallamiento.es/images/Contentpolis08(a).jpg;http://www.zonadeavituallamiento.es/images/Contentpolis08(b).jpg
Contentpolis Murcia;2008;UCI Europa Tour Continental Profesional;Picture;Picture;x;;;http://www.zonadeavituallamiento.es/images/Soctec-Portesano08(a).jpg;http://www.zonadeavituallamiento.es/images/Soctec-Portesano08(b).jpg
Contentpolis-Ampo;2009;UCI Europa Tour Continental Profesional;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Born-WCup09.jpg;
Contentpolis-Ampo;2009;UCI Europa Tour Continental Profesional;Picture;Picture;x;x;;http://www.zonadeavituallamiento.es/images/Contentpolis09(a).jpg;http://www.zonadeavituallamiento.es/images/Contentpolis09(b).jpg
Continental Team Differdange ;2010;UCI Europa Tour Continental;Picture;Picture;x;x;;http://www.zonadeavituallamiento.es/images/Asport10(a).jpg;http://www.zonadeavituallamiento.es/images/Asport10(b).jpg
Continental Team Differdange ;2010;UCI Europa Tour Continental;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Edy-Schutz10.jpg;
Coop-Mercier-Mavic;1982;Profesional;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Coop2.jpg;
Coop-Mercier-Mavic;1983;Profesional;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Coop2.jpg;
Coors Classic;1986;;musette 1986 coors classic;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-1986-coors-classic.jpg;
Coors Classic;1987;;musette 1987 coors classic;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-1987-coors-classic.jpg;
Copenhague;2017;;Aucune description de photo disponible.;;;;;copenhague_17;
Corbatas Pindal;2018;Junior;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Pindal18.jpg;
Corendon Circus;2018;CT;Aucune description de photo disponible.;;X;x;;corendon_18;
Corendon Circus;2019;PCT;Same as previous year;;X;;;corendon_18;
Corratec;2022;;musette 2022 corratec;;x;x;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-corratec.jpeg;
Corratec;2023;;Aucune description de photo disponible.;;More colors around corratec;x;;corratec_23;
Corratec;2024;UCI ProTeam;Picture;;x;x;;;
Corratec;2024;UCI ProTeam;Peut Ãªtre une image de texte;;x;x;;corratec_24;
Costa de AlmerÃ­a-Paternina;2004;TT II;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Paternina-CostaAlmeria04.jpg;
CR ColchÃ³n;1986;Profesional;Picture;;x;;;http://www.zonadeavituallamiento.es/images/CR86.jpg;
CrÃ©dit Agricole;2000;TT II;Picture;;x;;;http://www.avesdeburgos.com/ciclismo/images/CA2000-03.jpg;
CrÃ©dit Agricole;2001;TT I;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/CA2000-03.jpg;
CrÃ©dit Agricole;2002;TT I;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/CA2000-03.jpg;
CrÃ©dit Agricole;2003;TT I;Picture;;Darker green?;;;http://www.zonadeavituallamiento.es/images/CA03.jpg;
CrÃ©dit Agricole;2004;TT I;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/CA04.jpg;
CrÃ©dit Agricole;2005;UCI ProTour;Picture;;Look top;x;;http://www.avesdeburgos.com/ciclismo/images/CA05.jpg;
CrÃ©dit Agricole;2006;UCI ProTour;Picture;;Look bottom left;x;;http://www.avesdeburgos.com/ciclismo/images/CA06(2).jpg;
CrÃ©dit Agricole;2007;UCI ProTour;Picture;;Lighter grey under the 2 left stripes;;;http://www.avesdeburgos.com/ciclismo/images/CA0607.jpg;
CrÃ©dit Agricole;2008;UCI ProTour;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/CA08(2).jpg;
CSF Group Navigare;2008;Europa Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/CSF08.jpg;
CSF Group Navigare;2009;Europa Tour Continental Profesional;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/CSF08.jpg;
CTF Victorious;2023;;Aucune description de photo disponible.;;x;x;;ctf_23;
CTF Victorious;2024;;Same as previous year;;x;;;ctf_23;
Cueva El Soplao;2009;Elite-Sub23;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Soplao08(a).jpg;http://www.zonadeavituallamiento.es/images/Soplao08(b).jpg
Cueva El Soplao;2010;Elite-Sub23;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Soplao08(a).jpg;http://www.zonadeavituallamiento.es/images/Soplao08(b).jpg
Cueva El Soplao;2010;Elite-Sub23;Picture;Picture;Cantabria bottom;;;http://www.zonadeavituallamiento.es/images/Soplao1011(b).jpg;http://www.zonadeavituallamiento.es/images/Soplao1011(a).jpg
Cueva El Soplao;2011;Elite-Sub23;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Soplao1011(b).jpg;http://www.zonadeavituallamiento.es/images/Soplao1011(a).jpg
Cueva El Soplao-Cantabria Infinita;2008;Elite-Sub23;Picture;Picture;x;x;;http://www.zonadeavituallamiento.es/images/Soplao08(a).jpg;http://www.zonadeavituallamiento.es/images/Soplao08(b).jpg
Cueva El Soplao-Cantabria Infinita;2015;UCI Europa Tour Continental;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Cult15.jpg;
Cycle Racing Team Vang;2006;UCI Asia Tour Continental;Picture;;;;;http://www.avesdeburgos.com/ciclismo/images/CycleRacingTeamVang06.jpg;
Cycling Academy Team;2015;UCI Europa Tour Continental;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Cycling-Academy16.jpg;
Cycling Academy Team;2016;UCI Europa Tour Continental;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Cycling-Academy16.jpg;
Cycling Team Bert Story-Piels;2002;TT III;Picture;Picture;x;;;http://www.zonadeavituallamiento.es/images/BertStory-Piels02(a).jpg;http://www.zonadeavituallamiento.es/images/BertStory-Piels02(b).jpg
Cycling Team Bert Story-Piels;2003;TT III;Picture;;x;;;http://www.zonadeavituallamiento.es/images/BertStory-Piels0203.jpg;
Cycling Team Bert Story-Piels;2004;TT III;Picture;;x;;;http://www.avesdeburgos.com/ciclismo/images/BertStory-Piels05.jpg;
Cycling Team Bert Story-Piels;2004;TT III;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Gazelle-GoldRacing.jpg;
Cycling Team Bert Story-Piels;2005;UCI Europa Tour Continental;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Gazelle-GoldRacing.jpg;
Cycling Team Jo Piels;2009;UCI Europa Tour Continental;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Gazelle08.jpg;
CyclingTeam De Rijke;2011;UCI Europa Tour Continental;Picture;;x;;;http://www.zonadeavituallamiento.es/images/DeRijke11.jpg;
CyclingTeam De Rijke-Shanks;2013;UCI Europa Tour Continental;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/AA-Drink13.jpg;
CyclingTeam Join's-De Rijke;2015;UCI Europa Tour Continental;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/AA-Drink15.jpg;
CyclingTeam Join's-De Rijke;2014;;musette 2014 aa drink de rijke;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2014-aa-drink-de-rijke.jpg;
Czech Republic;2013;;musette 2013 czech team chequia;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2013-czech-team-chequia.jpg;
Czech Republic;2015;;Same as previous year;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2015-czech.jpg;
Czech Republic;2016;;Same as previous year;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-czech-chequia.jpg;
Czech Republic;2017;;Same as previous year;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-czech-chequia.jpg;
Daf Trucks-Teve Blad-Rossin;1982;Profesional;Picture;Picture;x;;;http://www.zonadeavituallamiento.es/images/DAF82(a).jpg;http://www.zonadeavituallamiento.es/images/DAF82(b).jpg
D'alessandro Tubolari Kas;1978;;musette 1978 d alessandro tubolari kas;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-1978-d-alessandro-tubolari-kas.jpg;
D'Amico - UM Tools;2021;UCI Europa Tour Continental;Aucune description de photo disponible.;;x;;;damico_21;
D'Amico Utensilnord;2017;UCI Europa Tour Continental;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Damico16.jpg;
D'Amico Utensilnord;2018;UCI Europa Tour Continental;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Damico18.jpg;
D'Amico-Bottecchia;2016;UCI Europa Tour Continental;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Damico16.jpg;
Dauner Akkon;2019;;Same as previous year;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2018-dauner-akkon.jpg;
Dauner Akkon;2021;;Same as previous year;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2018-dauner-akkon.jpg;
Dauner Akkon;2018;;musette 2018 dauner akkon;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2018-dauner-akkon.jpg;
Davitamon Lotto Jong Vlaanderen;2008;UCI Europa Tour Continental;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Vlaanderen07(a).jpg;http://www.avesdeburgos.com/ciclismo/images/Vlaanderen07(b).jpg
Davitamon Win for Life Jong Vlaanderen;2007;UCI Europa Tour Continental;Picture;Picture;x;;;http://www.avesdeburgos.com/ciclismo/images/Vlaanderen07(a).jpg;http://www.avesdeburgos.com/ciclismo/images/Vlaanderen07(b).jpg
Davitamon-Lotto;2005;UCI ProTour;Picture;;x;x;;http://www.avesdeburgos.com/ciclismo/images/Davitamon-Lotto0506.jpg;
Davitamon-Lotto;2006;UCI ProTour;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Davitamon-Lotto0506.jpg;
Davo;2007;UCI Europa Tour Continental;Picture;;x;x;;http://www.avesdeburgos.com/ciclismo/images/Davo07.jpg;
De Clerck;1975-1977;Profesional;Picture;;x;;;http://www.avesdeburgos.com/ciclismo/images/De-Clerck75.jpg;
De Nardi;2004;TT I;Same as previous year;;x;;;http://www.avesdeburgos.com/ciclismo/images/Selle-Italia06.jpg;
De Nardi-Colpack;2003;TT II;Picture;;x;x;;http://www.avesdeburgos.com/ciclismo/images/Selle-Italia06.jpg;
De Nardi-Pasta Montegrappa;2001;TT II;Picture;Picture;Orange sponsor top right;x;;http://www.avesdeburgos.com/ciclismo/images/DeNardi01(a).jpg;http://www.avesdeburgos.com/ciclismo/images/DeNardi01(b).jpg
De Nardi-Pasta Montegrappa;2002;TT II;Picture;Picture;x;x;;http://www.zonadeavituallamiento.es/images/DeNardi02(b).jpg;http://www.zonadeavituallamiento.es/images/DeNardi02(a).jpg
De Rosa-Stac Plastic;2010;UCI Europa Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/De-Rosa10.jpg;
De Rosa-Stac Plastic;2010;UCI Europa Tour Continental Profesional;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/De-Rosa10.jpg;
Decathlon Ag2R;2024;UCI WorldTeam;Picture;;x;x;;;
Decathlon Ag2R;2024;UCI WorldTeam;Peut Ãªtre une image de texte;;x;x;;decathlon_24;
Deceuninck-Quick-Step;2019;UCI WorldTour;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Deceuninck19.jpg;
Deceuninck-Quick-Step;2020;UCI WorldTour;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Deceuninck1920.jpg;
Deceuninck-Quick-Step;2021;UCI WorldTour;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Deceuninck1921.jpg;
Deceuninck-Quick-Step;;UCI WorldTour;Picture;Windows logo;x;x;;http://www.zonadeavituallamiento.es/images/Deceuninck1921.jpg;
Del tongo;;;post;;x;;;;
Del Tongo-Colnago-Samet-Candy;1985;Profesional;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Del-Tongo85.jpg;
Delko;2021;UCI Europa Tour Continental Profesional;musette 2021 delko infisport;;x;x;;https://lakarra.net/wp-content/uploads/2022/01/musette-2021-delko-infisport.jpeg;
Delko Marseille Provence;2019;UCI Europa Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Delko19(2).jpg;
Delko Marseille Provence;2019;UCI Europa Tour Continental Profesional;Picture;Picture;x;x;;http://www.zonadeavituallamiento.es/images/Delko19(a).jpg;http://www.zonadeavituallamiento.es/images/Delko19(b).jpg
Delko Marseille Provence KTM;2016;UCI Europa Tour Continental;Picture;Picture;x;x;;http://www.zonadeavituallamiento.es/images/Delko16(a).jpg;http://www.zonadeavituallamiento.es/images/Delko16(b).jpg
Delko Marseille Provence KTM;2017;UCI Europa Tour Continental Profesional;Picture;Picture;M2017 bottom middle;x;;http://www.zonadeavituallamiento.es/images/Delko17(a).jpg;http://www.zonadeavituallamiento.es/images/Delko17(b).jpg
Delko Marseille Provence KTM;2018;UCI Europa Tour Continental Profesional;Picture;Picture;x;x;;http://www.zonadeavituallamiento.es/images/Delko18(a).jpg;http://www.zonadeavituallamiento.es/images/Delko18(b).jpg
Denmark;2013;Nation;musette 2013 denmark parentini;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2013-denmark-parentini.jpg;
Denmark;2014;Nation;Same as previous year;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2014-dinamarca-denmark.jpg;
Denmark;2017;Nation;musette 2017 dinamarca dcu;musette 2017 dinamarca dcu trasera;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-dinamarca-dcu.jpg;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-dinamarca-dcu-trasera.jpg
Denmark;2018;Nation;Same as previous year;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-dinamarca-dcu.jpg;
Denmark;2020;Nation;Aucune description de photo disponible.;;x;;;denmark_20;
Denmark;2021;Nation;Aucune description de photo disponible.;;x;x;;denmark_21;
Deportpublic;1994;;musette 1994 deportpublic;;x;;;https://lakarra.net/wp-content/uploads/2019/12/musette-1994-deportpublic.jpg;
Designa Kokken- Knudsgaard;2011;UCI Europa Tour Continental;Same as previous year;;x;;;https://lakarra.net/wp-content/uploads/2020/12/musette-2011-designa.jpeg;
Designa Kokken- Knudsgaard;2012;UCI Europa Tour Continental;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Designa13.jpg;
Designa Kokken- Knudsgaard;2013;UCI Europa Tour Continental;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/Designa13.jpg;
DFL-CyclingNews-Litespeed;2006;UCI Europa Tour Continental;Picture;;x;;;http://www.zonadeavituallamiento.es/images/DFL.jpg;
DFL-CyclingNews-Litespeed;2007;UCI Europa Tour Continental Profesional;Same as previous year;;x;;;http://www.zonadeavituallamiento.es/images/DFL.jpg;
DHL-Author;2008;UCI Europa Tour Continental;Picture;;x;;;http://www.zonadeavituallamiento.es/images/DHL-Author08.jpg;
Diana-Colnago-Animex;1990;Profesional;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Diana90.jpg;
Dimension Data for Qhubeka;2016;UCI World Tour;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Dimension-Data16.jpg;
Dinan Ideal Auto;2022;;musette 2022 dinan ideal auto diffu sport;;x;;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-dinan-ideal-auto-diffu-sport.jpeg;
DIPUTACION LEON DEYSER GIOS;2012;;musette 2012 diputacion leon deyser gios;;;;;https://lakarra.net/wp-content/uploads/2019/12/musette-2012-diputacion-leon-deyser-gios.jpg;
Direct Energie;2016;UCI Europa Tour Continental Profesional;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Direct-Energie16.jpg;
Direct Energie;2017;UCI Europa Tour Continental Profesional;Picture;;Harmonie and Ultimum side by side;x;;http://www.zonadeavituallamiento.es/images/Direct-Energie17.jpg;
Direct Energie;2018;UCI Europa Tour Continental Profesional;Picture;;No ultimum;x;;http://www.zonadeavituallamiento.es/images/Direct-Energie18.jpg;
Direct Energie;2019;UCI Europa Tour Continental Profesional;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Direct-Energie19.jpg;
Discovery Channel Pro Cycling Team;2005;UCI ProTour;Picture;;Black & white;x;;http://www.avesdeburgos.com/ciclismo/images/Discovery-Channel05.jpg;
Discovery Channel Pro Cycling Team;2006;UCI ProTour;Picture;;x;x;;http://www.avesdeburgos.com/ciclismo/images/Discovery-Channel06.jpg;
Discovery Channel Pro Cycling Team;2007;UCI ProTour;Picture;;Earth more colorful;x;;http://www.avesdeburgos.com/ciclismo/images/Discovery-Channel07.jpg;
DNA cycling;2019;;musette 2019 dna;;x;;;https://lakarra.net/wp-content/uploads/2020/12/musette-2019-dna.jpeg;
DNA cycling;2022;;musette 2022 dna cyclilng;;x;;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-dna-cyclilng.jpeg;
DNA cycling;2023;;Same as previous year;;x;;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-dna-cyclilng.jpeg;
DNA cycling;2024;;Same as previous year;;x;;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-dna-cyclilng.jpeg;
Doltcini;2019;;Aucune description de photo disponible.;;x;;;doltcini_19;
Doltcini-Flanders;2013;UCI Europa Tour Continental;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Doltcini13.jpg;
Domex-Weinmann;1989;Profesional;Picture;;x;;;http://www.zonadeavituallamiento.es/images/Domex89.jpg;
Domina Vacanze;2004;TT II;Picture;;x;x;;http://www.zonadeavituallamiento.es/images/Domina-Vacanze04.jpg;
